Subj	Date	SoundStim	arousal1.RT	arousal1.RESP	valence1.RT	valence1.RESP
10935	20120217	 368.wav	 1102	 1	 1745	 2	
10935	20120217	 254.wav	 1220	 6	 4209	 7	
10935	20120217	 816.wav	 1819	 1	 2976	 8	
10935	20120217	 728.wav	 2654	 5	 2328	 5	
10935	20120217	 226.wav	 963	 2	 2731	 4	
10935	20120217	 712.wav	 1718	 3	 1497	 3	
10935	20120217	 252.wav	 2284	 2	 2626	 6	
10935	20120217	 360.wav	 613	 1	 386	 1	
10935	20120217	 376.wav	 1015	 8	 812	 1	
10935	20120217	 601.wav	 1252	 8	 1494	 3	
10935	20120217	 502.wav	 1425	 8	 2354	 4	
10935	20120217	 373.wav	 1110	 1	 3901	 4	
10939	20120222	 275.wav	 6834	 2	 2699	 9	
10939	20120222	 709.wav	 3150	 3	 2802	 5	
10939	20120222	 808.wav	 3948	 5	 3768	 2	
10939	20120222	 261.wav	 2234	 3	 2291	 7	
10939	20120222	 422.wav	 3719	 2	 3698	 8	
10939	20120222	 220.wav	 2484	 8	 1882	 1	
10939	20120222	 288.wav	 2021	 1	 2050	 9	
10939	20120222	 716.wav	 5377	 4	 2626	 2	
10939	20120222	 714.wav	 4332	 2	 2660	 7	
10939	20120222	 277.wav	 1666	 1	 2016	 9	
10939	20120222	 724.wav	 2438	 5	 1740	 8	
10939	20120222	 728.wav	 3647	 5	 2713	 5	
10939	20120222	 225.wav	 1885	 7	 4204	 3	
10939	20120222	 221.wav	 3431	 6	 3480	 5	
10939	20120222	 415.wav	 3103	 4	 2481	 5	
10939	20120222	 802.wav	 3525	 3	 4416	 1	
10939	20120222	 355.wav	 2867	 3	 2841	 7	
10939	20120222	 111.wav	 3456	 4	 3033	 4	
10939	20120222	 826.wav	 5368	 7	 4157	 4	
10939	20120222	 423.wav	 2102	 3	 3185	 8	
10939	20120222	 254.wav	 4534	 6	 4470	 5	
10939	20120222	 424.wav	 1993	 1	 1589	 9	
10939	20120222	 382.wav	 1751	 4	 3091	 4	
10939	20120222	 224.wav	 3057	 3	 4539	 3	
10939	20120222	 260.wav	 2044	 2	 3577	 3	
10939	20120222	 374.wav	 2495	 8	 3665	 5	
10939	20120222	 109.wav	 9488	 4	 2912	 1	
10939	20120222	 817.wav	 2028	 1	 3181	 3	
10939	20120222	 366.wav	 1077	 2	 1247	 5	
10939	20120222	 373.wav	 3117	 5	 2604	 7	
10939	20120222	 375.wav	 2482	 7	 1716	 3	
10939	20120222	 624.wav	 973	 1	 536	 8	
10939	20120222	 291.wav	 3316	 3	 1099	 7	
10939	20120222	 311.wav	 2158	 1	 2662	 6	
10939	20120222	 502.wav	 2033	 3	 1682	 9	
10939	20120222	 711.wav	 2205	 1	 534	 9	
10939	20120222	 276.wav	 1831	 1	 1960	 8	
10939	20120222	 601.wav	 1769	 1	 1789	 2	
10939	20120222	 708.wav	 1745	 9	 2884	 3	
10939	20120222	 701.wav	 4076	 9	 2231	 3	
10939	20120222	 284.wav	 2409	 1	 570	 9	
10939	20120222	 351.wav	 4082	 8	 2268	 2	
10939	20120222	 113.wav	 2650	 4	 1644	 2	
10939	20120222	 376.wav	 1754	 8	 314	 2	
10939	20120222	 367.wav	 3588	 3	 4401	 3	
10939	20120222	 105.wav	 2043	 2	 1032	 9	
10939	20120222	 170.wav	 1318	 8	 1481	 2	
10939	20120222	 116.wav	 4274	 5	 3244	 7	
10939	20120222	 713.wav	 586	 1	 850	 8	
10939	20120222	 110.wav	 1394	 2	 1430	 2	
10939	20120222	 365.wav	 2491	 3	 1298	 7	
10939	20120222	 717.wav	 2113	 3	 1584	 2	
10939	20120222	 698.wav	 2269	 6	 1131	 3	
10939	20120222	 226.wav	 1679	 7	 1800	 2	
10939	20120222	 712.wav	 1406	 1	 543	 9	
10939	20120222	 720.wav	 4994	 2	 6232	 6	
10939	20120222	 722.wav	 1691	 6	 1857	 5	
10939	20120222	 270.wav	 2808	 6	 1713	 5	
10939	20120222	 352.wav	 1391	 3	 2540	 5	
10939	20120222	 132.wav	 3134	 4	 2132	 3	
10939	20120222	 353.wav	 3878	 7	 2232	 2	
10939	20120222	 360.wav	 562	 2	 386	 2	
10939	20120222	 626.wav	 576	 1	 904	 9	
10939	20120222	 700.wav	 3195	 5	 480	 5	
10939	20120222	 130.wav	 2121	 3	 356	 3	
10939	20120222	 252.wav	 1710	 2	 381	 9	
10939	20120222	 719.wav	 416	 1	 348	 9	
10939	20120222	 368.wav	 1545	 2	 1797	 7	
10939	20120222	 705.wav	 3010	 5	 371	 5	
10939	20120222	 sarahordaz.wav	 1090	 3	 512	 1	
10939	20120222	 255.wav	 1447	 1	 345	 9	
10939	20120222	 106.wav	 5625	 1	 1955	 5	
10939	20120222	 602.wav	 444	 8	 3193	 3	
10939	20120222	 816.wav	 2163	 8	 1563	 2	
10939	20120222	 378.wav	 968	 1	 2964	 5	
10939	20120222	 296.wav	 2492	 1	 1283	 9	
10939	20120222	 358.wav	 1967	 5	 403	 5	
10939	20120222	 322.wav	 2605	 4	 1462	 5	
10939	20120222	 815.wav	 1668	 1	 1066	 2	
10939	20120222	 289.wav	 3444	 1	 482	 9	
10939	20120222	 627.wav	 1472	 3	 1178	 8	
10939	20120222	 420.wav	 899	 1	 2774	 8	
10939	20120222	 244.wav	 1153	 1	 410	 9	
10939	20120222	 377.wav	 2138	 4	 2705	 3	
10939	20120222	 820.wav	 1513	 4	 1864	 3	
10939	20120222	 171.wav	 3241	 7	 2351	 2	
10939	20120222	 262.wav	 3095	 7	 474	 5	
10939	20120222	 115.wav	 1505	 3	 1683	 7	
10939	20120222	 732.wav	 843	 2	 2352	 7	
10939	20120222	 370.wav	 1570	 7	 942	 4	
10939	20120222	 241.wav	 3194	 5	 2791	 7	
10939	20120222	 723.wav	 1805	 3	 542	 5	
10939	20120222	 363.wav	 2401	 2	 1522	 3	
10940	20120223	 296.wav	 4091	 4	 2596	 8	
10940	20120223	 355.wav	 1655	 5	 1925	 5	
10940	20120223	 366.wav	 1436	 1	 2433	 1	
10940	20120223	 132.wav	 2430	 5	 3480	 5	
10940	20120223	 719.wav	 2878	 4	 2592	 9	
10940	20120223	 382.wav	 1586	 5	 2234	 5	
10940	20120223	 602.wav	 1841	 9	 1391	 1	
10940	20120223	 130.wav	 1738	 4	 2410	 5	
10940	20120223	 291.wav	 2537	 3	 2096	 7	
10940	20120223	 422.wav	 6160	 3	 2817	 9	
10940	20120223	 111.wav	 1410	 1	 2203	 1	
10940	20120223	 376.wav	 2140	 3	 2172	 4	
10940	20120223	 722.wav	 1332	 5	 2380	 5	
10940	20120223	 698.wav	 3032	 3	 2345	 4	
10940	20120223	 802.wav	 891	 5	 1465	 5	
10940	20120223	 378.wav	 1557	 1	 1940	 2	
10940	20120223	 363.wav	 1291	 1	 1561	 4	
10940	20120223	 220.wav	 1331	 1	 1490	 1	
10940	20120223	 624.wav	 3185	 2	 6906	 7	
10940	20120223	 716.wav	 1397	 1	 3457	 1	
10940	20120223	 711.wav	 1157	 1	 2165	 8	
10940	20120223	 224.wav	 1398	 4	 2410	 5	
10940	20120223	 367.wav	 1332	 1	 1138	 1	
10940	20120223	 714.wav	 2282	 1	 2260	 7	
10940	20120223	 713.wav	 1154	 1	 1146	 7	
10940	20120223	 360.wav	 2886	 2	 2316	 6	
10940	20120223	 817.wav	 1296	 1	 1146	 1	
10940	20120223	 255.wav	 2627	 2	 1244	 9	
10940	20120223	 116.wav	 1117	 1	 1532	 9	
10940	20120223	 815.wav	 1475	 1	 1878	 3	
10940	20120223	 424.wav	 1433	 1	 1370	 9	
10940	20120223	 717.wav	 2078	 1	 1313	 3	
10940	20120223	 420.wav	 1092	 1	 1458	 9	
10940	20120223	 276.wav	 1045	 1	 818	 9	
10940	20120223	 708.wav	 1500	 4	 1703	 5	
10940	20120223	 502.wav	 5538	 4	 1746	 9	
10940	20120223	 375.wav	 1430	 5	 2440	 5	
10940	20120223	 225.wav	 1430	 4	 1400	 3	
10940	20120223	 723.wav	 1177	 5	 1578	 5	
10940	20120223	 358.wav	 1070	 5	 1209	 5	
10940	20120223	 601.wav	 2051	 2	 5733	 3	
10940	20120223	 352.wav	 2686	 2	 1309	 2	
10940	20120223	 370.wav	 1484	 5	 930	 5	
10940	20120223	 261.wav	 1999	 1	 2356	 9	
10940	20120223	 351.wav	 1316	 1	 1339	 1	
10940	20120223	 262.wav	 6778	 9	 3763	 3	
10940	20120223	 365.wav	 1311	 5	 1118	 5	
10940	20120223	 275.wav	 1246	 1	 1315	 9	
10940	20120223	 423.wav	 3350	 5	 1506	 7	
10940	20120223	 732.wav	 1381	 1	 1429	 9	
10940	20120223	 322.wav	 2279	 2	 2049	 5	
10940	20120223	 311.wav	 1639	 3	 2316	 3	
10940	20120223	 724.wav	 1351	 5	 1771	 5	
10940	20120223	 820.wav	 1476	 1	 1614	 1	
10940	20120223	 377.wav	 2848	 8	 3978	 3	
10940	20120223	 260.wav	 1623	 1	 1596	 9	
10940	20120223	 254.wav	 1553	 5	 865	 5	
10940	20120223	 709.wav	 2716	 2	 1772	 5	
10940	20120223	 110.wav	 1475	 1	 2750	 1	
10940	20120223	 627.wav	 1278	 5	 512	 5	
10940	20120223	 171.wav	 2104	 3	 1683	 7	
10940	20120223	 705.wav	 1464	 5	 1766	 5	
10940	20120223	 105.wav	 1400	 2	 1457	 7	
10940	20120223	 106.wav	 1432	 2	 1801	 9	
10940	20120223	 373.wav	 1906	 5	 541	 5	
10940	20120223	 109.wav	 1804	 2	 2869	 4	
10940	20120223	 368.wav	 1404	 5	 1429	 5	
10940	20120223	 701.wav	 1495	 5	 1554	 5	
10940	20120223	 284.wav	 1798	 1	 546	 9	
10940	20120223	 244.wav	 3406	 3	 1767	 8	
10940	20120223	 113.wav	 1435	 5	 1684	 5	
10940	20120223	 226.wav	 1330	 4	 1481	 1	
10940	20120223	 sarahordaz.wav	 1870	 5	 1729	 1	
10940	20120223	 288.wav	 2293	 1	 1004	 9	
10940	20120223	 353.wav	 4359	 5	 2015	 5	
10940	20120223	 808.wav	 1853	 1	 2047	 4	
10940	20120223	 374.wav	 2221	 5	 1058	 5	
10940	20120223	 270.wav	 3098	 6	 3213	 2	
10940	20120223	 241.wav	 2271	 5	 1513	 9	
10940	20120223	 720.wav	 2145	 5	 1373	 5	
10940	20120223	 277.wav	 1630	 2	 1959	 9	
10940	20120223	 826.wav	 2644	 5	 1538	 5	
10940	20120223	 115.wav	 1370	 2	 1431	 8	
10940	20120223	 626.wav	 1997	 3	 689	 6	
10940	20120223	 170.wav	 1303	 5	 786	 5	
10940	20120223	 252.wav	 3111	 3	 534	 9	
10940	20120223	 728.wav	 1098	 5	 596	 5	
10940	20120223	 289.wav	 2907	 4	 2043	 5	
10940	20120223	 415.wav	 1325	 3	 2233	 3	
10940	20120223	 712.wav	 1483	 1	 1489	 9	
10940	20120223	 816.wav	 2832	 5	 970	 5	
10940	20120223	 700.wav	 1223	 4	 1524	 6	
10940	20120223	 221.wav	 6340	 2	 508	 5	
10941	20120224	 170.wav	 2991	 3	 1254	 7	
10941	20120224	 376.wav	 3400	 3	 1573	 5	
10941	20120224	 815.wav	 1256	 2	 1823	 4	
10941	20120224	 366.wav	 1595	 3	 3676	 6	
10941	20120224	 105.wav	 1358	 4	 1914	 5	
10941	20120224	 370.wav	 721	 3	 559	 4	
10941	20120224	 255.wav	 1510	 7	 1283	 4	
10941	20120224	 415.wav	 1452	 4	 1044	 5	
10941	20120224	 820.wav	 395	 5	 575	 5	
10941	20120224	 277.wav	 4989	 7	 3146	 5	
10941	20120224	 365.wav	 1276	 4	 2243	 5	
10941	20120224	 808.wav	 810	 3	 2269	 4	
10941	20120224	 422.wav	 1641	 6	 640	 5	
10941	20120224	 373.wav	 4032	 5	 309	 5	
10941	20120224	 720.wav	 493	 5	 277	 5	
10941	20120224	 261.wav	 2432	 6	 3655	 4	
10941	20120224	 311.wav	 536	 3	 582	 5	
10941	20120224	 363.wav	 1258	 3	 280	 4	
10941	20120224	 358.wav	 1084	 5	 282	 5	
10941	20120224	 260.wav	 644	 6	 436	 5	
10941	20120224	 284.wav	 1702	 8	 9035	 3	
10941	20120224	 705.wav	 3905	 5	 779	 6	
10941	20120224	 374.wav	 1616	 4	 393	 6	
10941	20120224	 352.wav	 437	 3	 1798	 6	
10941	20120224	 367.wav	 841	 3	 258	 5	
10941	20120224	 709.wav	 354	 6	 1774	 5	
10941	20120224	 719.wav	 2074	 6	 280	 5	
10941	20120224	 601.wav	 343	 3	 421	 4	
10941	20120224	 377.wav	 397	 3	 264	 6	
10941	20120224	 627.wav	 310	 6	 233	 5	
10941	20120224	 171.wav	 925	 4	 355	 6	
10941	20120224	 276.wav	 597	 7	 3447	 5	
10941	20120224	 241.wav	 450	 7	 660	 6	
10941	20120224	 224.wav	 410	 4	 581	 6	
10941	20120224	 375.wav	 292	 5	 196	 5	
10941	20120224	 698.wav	 303	 4	 271	 5	
10941	20120224	 701.wav	 293	 4	 581	 7	
10941	20120224	 289.wav	 2014	 6	 1254	 6	
10941	20120224	 244.wav	 455	 7	 1999	 6	
10941	20120224	 113.wav	 296	 4	 295	 5	
10941	20120224	 322.wav	 254	 4	 2223	 5	
10941	20120224	 722.wav	 2012	 4	 715	 6	
10941	20120224	 728.wav	 1071	 5	 550	 6	
10941	20120224	 424.wav	 1608	 7	 2465	 6	
10941	20120224	 716.wav	 2149	 4	 991	 5	
10941	20120224	 110.wav	 2872	 2	 452	 6	
10941	20120224	 275.wav	 683	 6	 1622	 4	
10941	20120224	 626.wav	 319	 6	 317	 5	
10941	20120224	 502.wav	 966	 6	 1089	 6	
10941	20120224	 712.wav	 402	 7	 309	 5	
10941	20120224	 sarahordaz.wav	 255	 3	 1408	 7	
10941	20120224	 254.wav	 652	 4	 1012	 4	
10941	20120224	 711.wav	 377	 7	 1102	 5	
10941	20120224	 252.wav	 379	 7	 1279	 7	
10941	20120224	 732.wav	 1583	 5	 313	 5	
10941	20120224	 355.wav	 300	 3	 2156	 5	
10941	20120224	 116.wav	 356	 6	 282	 6	
10941	20120224	 220.wav	 367	 2	 1804	 4	
10941	20120224	 723.wav	 1724	 4	 263	 6	
10941	20120224	 360.wav	 334	 3	 649	 3	
10941	20120224	 802.wav	 293	 3	 254	 3	
10941	20120224	 420.wav	 346	 6	 399	 5	
10941	20120224	 714.wav	 346	 6	 231	 5	
10941	20120224	 717.wav	 2965	 4	 462	 5	
10941	20120224	 353.wav	 241	 3	 238	 5	
10941	20120224	 296.wav	 290	 7	 386	 6	
10941	20120224	 602.wav	 375	 6	 235	 7	
10941	20120224	 708.wav	 352	 4	 261	 6	
10941	20120224	 351.wav	 421	 3	 264	 6	
10941	20120224	 106.wav	 254	 5	 256	 5	
10941	20120224	 132.wav	 566	 4	 283	 5	
10941	20120224	 378.wav	 1254	 3	 381	 5	
10941	20120224	 713.wav	 337	 7	 286	 5	
10941	20120224	 115.wav	 572	 7	 311	 6	
10941	20120224	 817.wav	 790	 2	 377	 3	
10941	20120224	 111.wav	 371	 7	 903	 6	
10941	20120224	 816.wav	 364	 2	 1128	 3	
10941	20120224	 221.wav	 1658	 3	 505	 6	
10941	20120224	 624.wav	 301	 6	 348	 6	
10941	20120224	 700.wav	 1079	 5	 286	 6	
10941	20120224	 382.wav	 780	 5	 311	 5	
10941	20120224	 226.wav	 334	 3	 875	 5	
10941	20120224	 262.wav	 2171	 5	 347	 7	
10941	20120224	 724.wav	 568	 4	 812	 7	
10941	20120224	 368.wav	 678	 4	 214	 5	
10942	20120224	 722.wav	 2365	 5	 2855	 5	
10942	20120224	 420.wav	 4221	 3	 4265	 7	
10942	20120224	 170.wav	 2652	 5	 2539	 5	
10942	20120224	 261.wav	 1772	 3	 1094	 9	
10942	20120224	 373.wav	 2589	 4	 1045	 5	
10942	20120224	 502.wav	 1196	 4	 3575	 8	
10942	20120224	 424.wav	 1013	 2	 647	 8	
10942	20120224	 802.wav	 615	 4	 3913	 2	
10942	20120224	 816.wav	 4403	 8	 647	 1	
10942	20120224	 698.wav	 890	 5	 552	 5	
10942	20120224	 220.wav	 438	 4	 2335	 4	
10942	20120224	 627.wav	 3353	 6	 3593	 5	
10942	20120224	 723.wav	 1375	 4	 2721	 6	
10942	20120224	 262.wav	 2884	 8	 1760	 5	
10942	20120224	 353.wav	 6904	 3	 477	 1	
10942	20120224	 724.wav	 630	 5	 735	 5	
10942	20120224	 277.wav	 837	 5	 1725	 7	
10942	20120224	 355.wav	 1070	 3	 405	 2	
10942	20120224	 252.wav	 546	 5	 696	 7	
10942	20120224	 226.wav	 525	 5	 596	 4	
10942	20120224	 626.wav	 1281	 6	 1992	 5	
10942	20120224	 817.wav	 1327	 2	 411	 1	
10942	20120224	 368.wav	 3047	 6	 2571	 2	
10942	20120224	 311.wav	 725	 3	 762	 1	
10942	20120224	 255.wav	 1923	 4	 423	 9	
10942	20120224	 820.wav	 2024	 9	 352	 1	
10942	20120224	 732.wav	 1896	 5	 3724	 7	
10942	20120224	 370.wav	 901	 8	 428	 5	
10942	20120224	 378.wav	 3525	 4	 518	 4	
10942	20120224	 110.wav	 507	 4	 401	 1	
10942	20120224	 728.wav	 2547	 5	 1125	 5	
10942	20120224	 422.wav	 3658	 5	 462	 5	
10942	20120224	 808.wav	 855	 4	 671	 3	
10942	20120224	 375.wav	 863	 5	 512	 3	
10942	20120224	 377.wav	 2025	 4	 312	 3	
10942	20120224	 254.wav	 3752	 7	 1569	 4	
10942	20120224	 719.wav	 493	 1	 508	 9	
10942	20120224	 365.wav	 4789	 6	 521	 3	
10942	20120224	 624.wav	 720	 5	 286	 6	
10942	20120224	 367.wav	 4230	 5	 218	 5	
10942	20120224	 322.wav	 7212	 6	 396	 5	
10942	20120224	 358.wav	 847	 8	 1881	 5	
10942	20120224	 716.wav	 423	 5	 1041	 5	
10942	20120224	 275.wav	 1635	 2	 346	 9	
10942	20120224	 289.wav	 1690	 5	 351	 5	
10942	20120224	 105.wav	 620	 4	 799	 8	
10942	20120224	 717.wav	 459	 5	 1508	 4	
10942	20120224	 363.wav	 402	 3	 302	 1	
10942	20120224	 352.wav	 332	 2	 371	 1	
10942	20120224	 709.wav	 1943	 4	 3754	 6	
10942	20120224	 602.wav	 577	 9	 326	 3	
10942	20120224	 113.wav	 6271	 5	 294	 5	
10942	20120224	 366.wav	 1487	 5	 309	 4	
10942	20120224	 115.wav	 484	 4	 1348	 7	
10942	20120224	 713.wav	 3032	 3	 2575	 8	
10942	20120224	 111.wav	 1048	 7	 777	 3	
10942	20120224	 sarahordaz.wav	 3311	 9	 634	 2	
10942	20120224	 701.wav	 907	 9	 1905	 4	
10942	20120224	 705.wav	 1536	 8	 380	 5	
10942	20120224	 601.wav	 465	 4	 569	 3	
10942	20120224	 382.wav	 1359	 5	 1162	 5	
10942	20120224	 106.wav	 1725	 3	 436	 8	
10942	20120224	 351.wav	 1591	 4	 1289	 3	
10942	20120224	 708.wav	 546	 3	 1879	 6	
10942	20120224	 376.wav	 1622	 8	 1414	 3	
10942	20120224	 296.wav	 6289	 4	 1408	 8	
10942	20120224	 276.wav	 1962	 5	 267	 8	
10942	20120224	 720.wav	 332	 5	 450	 5	
10942	20120224	 260.wav	 3193	 3	 360	 7	
10942	20120224	 700.wav	 4621	 5	 1600	 5	
10942	20120224	 712.wav	 505	 2	 336	 8	
10942	20120224	 132.wav	 2270	 9	 1915	 5	
10942	20120224	 116.wav	 2819	 3	 298	 9	
10942	20120224	 374.wav	 723	 8	 337	 5	
10942	20120224	 360.wav	 344	 1	 278	 1	
10942	20120224	 711.wav	 3046	 2	 4899	 7	
10942	20120224	 284.wav	 1435	 2	 276	 9	
10942	20120224	 241.wav	 1088	 3	 462	 7	
10942	20120224	 815.wav	 1546	 2	 285	 1	
10942	20120224	 244.wav	 2515	 4	 719	 7	
10942	20120224	 171.wav	 584	 9	 436	 5	
10942	20120224	 224.wav	 1953	 4	 1620	 5	
10942	20120224	 714.wav	 472	 5	 336	 5	
10942	20120224	 221.wav	 8736	 5	 417	 4	
10942	20120224	 415.wav	 1117	 4	 411	 4	
10948	20120307	 370.wav	 18689	 9	 3195	 5	
10948	20120307	 626.wav	 8781	 4	 4395	 5	
10948	20120307	 378.wav	 10291	 4	 699	 5	
10948	20120307	 367.wav	 3697	 7	 562	 5	
10948	20120307	 226.wav	 3760	 4	 2630	 4	
10948	20120307	 808.wav	 1677	 5	 6547	 6	
10948	20120307	 817.wav	 1940	 5	 9030	 3	
10948	20120307	 719.wav	 589	 5	 7175	 5	
10948	20120307	 363.wav	 4666	 5	 1003	 5	
10948	20120307	 105.wav	 7028	 3	 4266	 8	
10948	20120307	 355.wav	 2613	 2	 2187	 2	
10948	20120307	 732.wav	 4941	 4	 2723	 4	
10948	20120307	 820.wav	 5820	 9	 3277	 9	
10948	20120307	 375.wav	 122	 5	 360	 5	
10948	20120307	 284.wav	 4884	 1	 4444	 9	
10948	20120307	 322.wav	 4347	 5	 570	 5	
10948	20120307	 368.wav	 567	 5	 27	 5	
10948	20120307	 366.wav	 1510	 5	 68	 5	
10948	20120307	 116.wav	 6478	 8	 4052	 8	
10948	20120307	 260.wav	 600	 2	 2402	 8	
10948	20120307	 224.wav	 2476	 6	 6328	 4	
10948	20120307	 712.wav	 3453	 1	 3585	 4	
10948	20120307	 424.wav	 937	 2	 717	 8	
10948	20120307	 698.wav	 501	 5	 284	 7	
10948	20120307	 358.wav	 122	 5	 152	 5	
10948	20120307	 722.wav	 1328	 5	 612	 5	
10948	20120307	 365.wav	 5217	 5	 68	 6	
10948	20120307	 724.wav	 496	 4	 407	 6	
10948	20120307	 713.wav	 2739	 4	 2677	 6	
10948	20120307	 728.wav	 1162	 5	 318	 5	
10948	20120307	 110.wav	 4299	 6	 325	 6	
10948	20120307	 296.wav	 8637	 3	 169	 3	
10948	20120307	 709.wav	 21546	 5	 487	 5	
10948	20120307	 723.wav	 34361	 4	 2814	 7	
10948	20120307	 502.wav	 18043	 4	 31388	 5	
10948	20120307	 sarahordaz.wav	 5808	 8	 9555	 3	
10948	20120307	 802.wav	 52609	 5	 1392	 5	
10948	20120307	 602.wav	 11113	 5	 32825	 5	
10948	20120307	 700.wav	 313	 5	 176	 5	
10948	20120307	 377.wav	 2654	 9	 1908	 5	
10948	20120307	 701.wav	 691	 8	 66	 5	
10948	20120307	 815.wav	 492	 5	 411	 5	
10948	20120307	 261.wav	 4613	 4	 1841	 5	
10948	20120307	 289.wav	 1762	 2	 4380	 7	
10948	20120307	 277.wav	 361	 3	 11580	 8	
10948	20120307	 255.wav	 12528	 5	 17184	 5	
10948	20120307	 244.wav	 1716	 5	 41	 7	
10948	20120307	 276.wav	 180	 2	 113	 7	
10948	20120307	 708.wav	 14879	 5	 1511	 5	
10948	20120307	 115.wav	 3172	 5	 12130	 7	
10948	20120307	 716.wav	 591	 5	 1737	 5	
10948	20120307	 113.wav	 225	 6	 2771	 6	
10948	20120307	 627.wav	 4005	 8	 1138	 4	
10948	20120307	 624.wav	 1455	 5	 2830	 8	
10948	20120307	 241.wav	 6596	 5	 742	 9	
10948	20120307	 252.wav	 2805	 5	 660	 9	
10948	20120307	 254.wav	 9417	 5	 3469	 8	
10948	20120307	 382.wav	 346	 5	 903	 4	
10948	20120307	 220.wav	 789	 5	 752	 8	
10948	20120307	 360.wav	 2100	 9	 3608	 5	
10948	20120307	 170.wav	 687	 2	 831	 8	
10948	20120307	 711.wav	 110	 2	 2134	 9	
10948	20120307	 106.wav	 1116	 2	 2241	 9	
10948	20120307	 816.wav	 2040	 9	 5254	 3	
10948	20120307	 111.wav	 24652	 5	 2823	 9	
10948	20120307	 311.wav	 4094	 4	 5223	 9	
10948	20120307	 374.wav	 3450	 9	 4446	 9	
10948	20120307	 171.wav	 207112	 5	 212	 5	
10948	20120307	 352.wav	 4089	 4	 16584	 4	
10948	20120307	 422.wav	 507	 3	 2058	 7	
10948	20120307	 373.wav	 1393	 5	 219	 5	
10948	20120307	 262.wav	 398	 5	 258	 5	
10948	20120307	 353.wav	 9699	 5	 2131	 5	
10948	20120307	 714.wav	 5327	 5	 198	 5	
10948	20120307	 717.wav	 258	 5	 100	 5	
10948	20120307	 351.wav	 29	 5	 191	 5	
10948	20120307	 132.wav	 114	 5	 97	 5	
10948	20120307	 601.wav	 147	 5	 336	 5	
10948	20120307	 415.wav	 215	 5	 2490	 2	
10948	20120307	 705.wav	 1001	 2	 1177	 5	
10948	20120307	 376.wav	 1294	 7	 2724	 8	
10948	20120307	 275.wav	 681	 1	 129	 9	
10948	20120307	 420.wav	 902	 2	 644	 9	
10948	20120307	 720.wav	 3070	 5	 6857	 6	
10948	20120307	 221.wav	 6119	 9	 3676	 5	
10951	20120314	 502.wav	 8069	 6	 15215	 4	
10951	20120314	 110.wav	 1713	 1	 3830	 1	
10951	20120314	 262.wav	 1440	 5	 1265	 5	
10951	20120314	 105.wav	 3855	 7	 5330	 3	
10951	20120314	 415.wav	 1557	 5	 4599	 5	
10951	20120314	 261.wav	 1835	 7	 4474	 3	
10951	20120314	 422.wav	 1873	 7	 3175	 3	
10951	20120314	 817.wav	 1129	 3	 4702	 4	
10951	20120314	 722.wav	 989	 5	 751	 5	
10951	20120314	 701.wav	 1971	 5	 492	 5	
10951	20120314	 113.wav	 2054	 7	 3228	 5	
10951	20120314	 626.wav	 1234	 7	 5290	 5	
10951	20120314	 367.wav	 4089	 4	 10913	 4	
10951	20120314	 601.wav	 2134	 5	 410	 5	
10951	20120314	 424.wav	 2084	 8	 2409	 2	
10951	20120314	 275.wav	 1319	 9	 2692	 1	
10951	20120314	 724.wav	 1170	 5	 380	 5	
10951	20120314	 711.wav	 6000	 6	 2890	 5	
10951	20120314	 373.wav	 641	 5	 448	 5	
10951	20120314	 627.wav	 1999	 5	 1111	 7	
10951	20120314	 358.wav	 1349	 5	 1888	 6	
10951	20120314	 111.wav	 4037	 3	 1697	 6	
10951	20120314	 sarahordaz.wav	 2051	 4	 4633	 6	
10951	20120314	 220.wav	 1481	 3	 1376	 3	
10951	20120314	 355.wav	 1370	 4	 613	 4	
10951	20120314	 376.wav	 2001	 5	 1369	 5	
10951	20120314	 276.wav	 1315	 9	 4448	 3	
10951	20120314	 171.wav	 1056	 6	 3985	 4	
10951	20120314	 351.wav	 1918	 3	 593	 3	
10951	20120314	 720.wav	 5035	 7	 3525	 5	
10951	20120314	 277.wav	 1747	 9	 575	 2	
10951	20120314	 252.wav	 2210	 7	 3369	 4	
10951	20120314	 254.wav	 1149	 5	 418	 5	
10951	20120314	 368.wav	 432	 5	 474	 5	
10951	20120314	 716.wav	 1271	 3	 1269	 3	
10951	20120314	 700.wav	 1018	 5	 764	 5	
10951	20120314	 624.wav	 2650	 8	 4047	 3	
10951	20120314	 363.wav	 575	 3	 948	 3	
10951	20120314	 374.wav	 1601	 5	 818	 5	
10951	20120314	 322.wav	 1072	 5	 3087	 6	
10951	20120314	 226.wav	 1065	 2	 3752	 3	
10951	20120314	 820.wav	 884	 1	 1955	 1	
10951	20120314	 260.wav	 3628	 7	 1592	 3	
10951	20120314	 296.wav	 995	 7	 2925	 5	
10951	20120314	 353.wav	 414	 3	 402	 3	
10951	20120314	 115.wav	 1481	 6	 9510	 5	
10951	20120314	 714.wav	 1494	 8	 1316	 4	
10951	20120314	 728.wav	 467	 6	 372	 5	
10951	20120314	 717.wav	 1183	 3	 289	 3	
10951	20120314	 244.wav	 3431	 7	 4116	 5	
10951	20120314	 366.wav	 1930	 3	 446	 3	
10951	20120314	 808.wav	 1020	 3	 374	 3	
10951	20120314	 375.wav	 3608	 4	 3445	 5	
10951	20120314	 221.wav	 1844	 5	 411	 5	
10951	20120314	 289.wav	 3162	 5	 323	 5	
10951	20120314	 370.wav	 2422	 4	 1164	 6	
